S_ID,C_ID,SCHL,Region,Division,School_size,Urbanicity,S1,S2_1,S2_2,S2_3,S2_4,S2_5,S2_6,S2_7,S2_7a,S3,S4_1,S4_2,S4_3,S4_4,S4_5,S4_6,S4_7,S4_8,S4_8a,S5_1,S5_2,S5_3,S5_4,S5_5,S5_6,S5_7,S5_8,S5_9,S5_9a,S6,S6a,S7_1,S7_2,S7_3,S7_4,S7_5,S7_6,S7_7,S7_7a,S8,S9a,S9b,S9c,S9d,S9e,S10a,S10_1,S10_2,S10_3,S10_4,S11_1,S11_2,S11_3,S11_4,S11_5,S11_6,S11_7,S11_7a,S12_1,S12_1a,S12_1b,S12_2,S12_2a,S12_2b,S12_2c,S12_3,S12_3a,S12_3b,S12_3c,S12_4,S12_4a,S12_4b,S12_4c,S12_5,S13,S14,S15_1,S15_2,S15_3,S15_4,S15_5,S15_6,S15_7,S15_7a,S16_1,S16_2,S16_3,S16_4,S16_4a,S17_1,S17_2,S17_3,S17_4,S17_5,S17_6,S17_7,S17_8,S17_8a,S18_1,S18_2,S18_3,S18_4,S18_5,S18_6,S18_7,S18_8,S18_8a,S19,S20_1,S20_2,S20_3,S20_4,S20,S21,S21a,S22,S23,S23a,S24,S25,S26,S26a,S26b,S27,S28,S29,S30,S31,S_Coder
15,2,102,1,2,3,1,60,0,1,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,It is good to learn more languages,1,0,0,0,0,0,0, ,3,100,-2,-2,-2,-2,-2,4,3,2,1,5,4,4,1,5,5,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,6,2,2,3,1,1,1,-1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,3,3,14,9, ,239,-2, ,66,66,3, , ,Dominican,0,1,1993, ,3
16,2,102,1,2,3,1,60,0,1,0,0,0,0,0, ,1,1,0,0,0,1,0,0,0, ,0,1,0,0,0,1,1,0,0, ,5,"It is important because it gives you more job opportunities, but it isnt a necessity",1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,4,6,1,1,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,0,0,0,0,0,0,0, ,1,4,4,4,4,16,1, ,239,-2, ,239,239,3, , ,None,0,2,1995, ,3
17,2,102,1,2,3,1,60,0,0,1,0,0,0,0, ,1,1,0,0,0,1,1,0,0, ,0,0,1,0,0,0,1,1,0, ,10,Communication across cultural barries,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,4,5,5,5,-1,-1,-1,-1, ,0,-2,-2,1,100,-2,-2,0,-2,-2,-2,1,60,-2,-2,0,1,4,2,4,1,3,2,3,-1, ,0,1,0,0, ,1,0,0,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,29,-2, ,239,68,-1, , , ,0,1,1993, ,3
18,2,102,1,2,3,1,60,0,1,1,1,1,0,0, ,1,1,0,1,0,0,0,1,0, ,1,0,0,0,1,0,1,0,0, ,10,Different doors open to you,-1,-1,-1,-1,-1,-1,-1, ,3,100,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3, ,0,-2,-2,0,-2,-2,-2,1,-1,-1,-1,1,-1,-1,-1,0,1,5,2,3,3,1,5,3,-1, ,0,1,0,0, ,1,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,1, ,180,6, ,180,180,3, , , ,0,1,1996, ,3
19,2,102,1,2,3,1,60,0,0,1,0,0,0,0, ,1,1,0,1,0,0,0,0,0, ,1,0,0,0,0,0,1,0,0, ,10,Helps in the future for jobs and career.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,3,3,3,3,5,5,5,5,5,5,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,3,3,5,6,1,4,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,4,4,4,16,2, ,239,-2, ,68,68,3, , , ,0,1,1996, ,3
20,2,102,1,2,3,1,60,1,1,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, ,8,To communciate with more people,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,4,3,3,5,2,2,2,3,2,-1, ,0,-2,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,4,3,2,5,1,5,3,-1, ,1,0,0,0, ,1,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,68,68,3, , ,American-Ecadorian,1,1,1996, ,3
21,2,102,1,2,3,1,60,0,1,1,0,1,0,0, ,1,1,1,1,1,1,1,1,0, ,0,0,0,0,1,1,1,1,0, ,10,Prevents you from being an ignorant jackass. Knowing the language helps you learn the culture and be more knowledgeble about the world.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,3,4,2,5,1,2,2,4,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,5,3,3,3,1,2,2,-1, ,1,0,0,0, ,1,0,0,1,1,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,3,15,1, ,239,-2, ,149,149,3, , ,Mexican,0,1,1994, ,3
22,2,102,1,2,3,1,60,0,1,1,0,1,0,0, ,1,0,0,1,0,1,0,0,0, ,1,0,0,0,0,0,1,0,0, ,7,"It's good to learn a new language, gives you an advantage in life.",1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3, ,0,-2,-2,1,100,-2,-2,1,100,60,30,0,-2,-2,-2,0,1,5,2,1,3,1,2,2,-1, ,0,1,0,0, ,0,0,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,3,3,12,9, ,239,-2, ,149,149,3, , ,American-Mexican,0,1,1995, ,3
23,2,102,1,2,3,1,60,0,0,1,0,1,0,0, ,1,0,0,0,0,1,0,1,0, ,0,0,0,0,1,0,1,0,0, ,10,you can communicate with others different from your background.,1,0,0,0,0,0,0, ,3,100,80,-2,-2,-2,-1,4,3,4,3,1,2,-1,2,-1,-1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,2,1,1,1,1,1,-1, ,-1,-1,-1,-1, ,0,1,1,1,0,0,1,0, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,4,4,4,16,2, ,239,-2, ,180,180,1, , , ,0,2,1995, ,3
24,2,102,1,2,3,1,60,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0,N/A,0,0,0,0,0,0,1,0,0,N/A,10,to be culturally divrse,1,0,0,0,0,0,0,N/A,4,100,-2,-2,-2,-2,100,4,4,4,4,4,5,5,4,1,3,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,8,6,7,1,1,6,7,-1, ,1,0,0,0,N/A,0,0,0,0,1,0,0,0,N/A,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,59,239,3, , , ,0,2,1990, ,3
25,2,102,1,2,3,1,60,0,1,1,1,1,0,0, ,1,1,0,1,0,1,0,0,0, ,0,0,0,0,1,0,1,0,0, ,10,"Different people, speak different languages.",0,0,0,1,0,0,0, ,3,100,-2,-2,-2,-2,-2,2,2,2,1,1,1,2,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,3,2,1,1,2,2,-1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,9, ,239,-2, ,180,180,3, , ,N/A,0,1,1995, ,3
26,2,102,1,2,3,1,60,0,0,0,0,0,1,0, ,2,0,0,0,1,0,0,0,0, ,0,0,0,0,0,0,0,0,1,Girls,10,to impress,1,0,0,0,0,0,0, ,4,520,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,8,1,2,7,1,5,1,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,0,4,4,4,4,16,9, ,183,8, ,183,183,1, , , ,0,1,1995, ,3
27,2,102,1,2,3,1,60,0,0,1,0,0,0,0, ,1,0,0,1,0,0,0,0,0, ,1,0,0,0,0,0,1,0,1,Chicks,10,to impress,1,0,0,0,0,0,0, ,4,600,-2,-2,-2,-2,-2,3,3,3,3,3,3,3,3,3,3,3, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,3,2,2,2,2,2,2,2, ,0,0,0,1,outside world,1,0,1,0,0,0,0,0, ,0,0,0,1,0,0,0,0, ,0,4,4,4,4,16,9, ,239,-2, ,154,154,1, , ,European,0,1,1996, ,3
28,2,102,1,2,3,1,60,0,0,1,1,0,0,0, ,2,1,0,0,1,1,0,0,0, ,0,1,0,1,1,0,0,0,0, ,6,Because most people prefer if somebody knows something that is not English.,1,0,0,0,0,0,0, ,2,100,-2,-2,-2,-2,-2,3,3,3,2,3,1,1,1,3,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,60,-2,-2,0,1,4,3,2,5,1,2,2,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,0,0,1,0,0,0,0, ,0,4,4,4,4,16,9, ,239,-2, ,66,66,3, , ,No (Hispanic),0,1,1996, ,3
29,2,102,1,2,3,1,60,0,0,0,0,1,0,0, ,2,0,0,0,0,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,Broadens knowledge,0,0,0,1,0,0,0, ,4,600,-2,-2,-2,-2,-2,4,4,4,4,2,2,2,2,2,2,-1, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,3,2,2,6,1,2,2,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,2, ,154,5, ,154,154,1, , ,Montenegrin-American,0,1,1995, ,3
31,2,102,1,2,3,1,60,0,1,0,0,0,0,0, ,-1,1,0,0,0,1,0,0,0, ,0,0,0,0,0,0,0,0,1, ,9, ,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,3,3,3,3,2,-1,1,-1,1,1,-1, ,1,100,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,1,3,2,2,3,1,1,1,-1, ,-1,-1,-1,-1, ,1,0,0,0,0,0,0,0, ,-1,-1,-1,-1,-1,-1,-1,-1, ,0,4,3,4,3,14,2, ,66,7, ,66,66,3, , , ,0,2,1995, ,3
32,2,102,1,2,3,1,60,0,0,0,0,1,0,0, ,1,0,1,1,0,1,0,0,0, ,1,0,0,0,0,0,1,0,0, ,10,better chance on finding jobs,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,4,4,4,5,1,3,-1,2,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,-1,-1,-1,0,1,4,2,2,4,1,1,1,-1, ,1,0,0,0, ,1,1,1,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,5, ,66,2, ,66,66,3, , ,Dominican,0,1,1996, ,3
33,2,102,1,2,3,1,60,0,1,1,0,1,0,0, ,1,0,0,0,0,1,1,1,1,I wanna know my families heritage and language.,0,0,1,0,0,0,1,0,0, ,10,because you can go further in life and for privacy if others are trying to listen in.,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,5,2,2,5,1,1,4,-1, ,0,1,0,0, ,0,0,0,0,1,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,1, ,239,-2, ,239,239,1, , , ,0,1,1993, ,3
121,9,102,1,2,3,1,60,0,0,1,0,0,0,0, ,1,0,0,0,0,1,0,0,0, ,0,0,0,0,0,1,0,0,0, ,10,It opens doors to a better opportunity,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,3,3,3,3,5,5,-1,5,-1,-1,-1, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,4,2,1,1,1,1,1,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,3,3,12,2, ,66,-1, ,66,66,3, , ,no,1,2,1996, ,3
122,9,102,1,2,3,1,60,0,0,1,0,1,0,0, ,1,1,0,0,0,1,0,1,0, ,1,0,0,0,1,0,1,0,0, ,10,No barriers for speaking with others; even more in NYC,1,0,0,0,0,0,1,Duolingo,4,100,-2,-2,-2,-2,100,4,4,4,4,5,3,2,3,5,2,-1, ,1,100,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,3,4,4,5,1,3,1,-1, ,0,0,0,1,"Plan to continue learning italian, then when I master it jump to another one",1,0,0,0,1,0,1,0, ,-1,-1,-1,-1,-1,-1,-1,-1, ,0,3,3,3,3,12,3, ,51,16, ,51,51,3, , ,Colombian/south american,0,1,1996, ,3
123,9,102,1,2,3,1,60,0,1,1,0,0,0,0, ,1,1,1,0,0,1,0,0,0, ,0,0,0,0,0,1,1,0,0, ,8,It expands your knowledge & it also very impotant when you have a career because you can connect w/people even more.,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,2,3,1,1,3,2,-1, ,0,1,0,0, ,0,0,0,0,1,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,1, ,239,-2, ,180,239,3, , ,Hispanic,0,2,1996, ,3
124,9,102,1,2,3,1,60,0,0,0,1,1,0,0, ,1,1,0,0,0,1,0,0,0, ,0,1,0,0,0,0,1,0,0, ,10,The world doesn’t speak one languauge.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-1,4,4,4,4,2,1,1,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,2,1,5,1,2,3,-1, ,1,0,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,3,15,2, ,239,-2, ,149,149,3, , ,Mexican American,0,1,1995, ,3
125,9,102,1,2,3,1,60,0,1,0,0,1,0,0, ,1,1,1,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0, ,8,Not everyone speaks the same langauge,1,0,0,0,0,0,0, ,2,100,-2,-2,-2,-2,-2,3,2,2,2,1,1,2,1,1,1,-1, ,1,100,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,5,2,4,1,1,1,2,-1, ,0,0,1,0, ,1,1,0,0,0,0,0,0, ,-1,-1,-1,-1,-1,-1,-1,-1, ,1,4,3,3,3,13,2, ,239,-2, ,66,66,3, , ,America,0,1,1993, ,3
126,9,102,1,2,3,1,60,0,1,1,0,1,0,0, ,1,1,1,0,0,0,0,0,0, ,0,0,0,0,0,1,0,0,0, ,10,I think this because if you need to communicate if there is an emergency at leastcan get by and know what the person is saying and vice versa.,1,0,0,0,0,0,0, ,3,100,-2,-2,-2,-2,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,1,100,-2,-2,0,1,2,3,3,1,1,1,2,-1, ,0,0,0,1,maybe it depends if another language is required at the other college I want to attend.,1,1,0,0,0,0,0,0, ,1,0,0,0,0,0,1,0, ,1,4,4,4,4,16,2, ,239,-2, ,239,239,2, , ,American/cuban-Spanish,0,2,1992, ,3
127,9,102,1,2,3,1,60,0,1,0,1,0,0,0, ,1,0,0,1,0,1,0,0,1,traveling to Italy,0,0,0,0,1,0,1,0,0, ,10,"Because you can get more opportunities for work, travel, etc. For me is very essencial.",1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,3,3,3,3,2,2,3,3,1,3,-1, ,1,100,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,2,4,4,5,2,1,1,-1, ,0,1,0,0, ,0,0,1,0,1,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,3,3,12,5, ,68,20, ,68,68,3, , ,no,1,2,1991,N/A. Thanks,3
128,9,102,1,2,3,1,60,0,1,0,0,0,0,0, ,2,1,1,0,0,0,0,0,0, ,0,1,1,0,0,0,1,0,1,"Took Spanish, found it to be difficult. I am comprehending this language much beter.",5,It is always good to have even if you only know a little.,1,0,0,0,0,0,1,Took 4 years of Spanish before taking Italian,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,0,5,2,3,6,1,1,2,-1, ,1,0,0,0, ,1,1,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,3, ,239,-2, ,239,239,1, , ,American,0,2,1994, ,3
129,9,102,1,2,3,1,60,0,1,0,0,0,0,0, ,1,1,0,0,0,1,0,0,0, ,0,1,0,0,0,0,1,0,0, ,10,It will help me to communicate with new people.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,4,1,1,5,1,5,3,1,1,-1, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,1,60,-2,-2,0,1,5,3,3,5,1,4,4,-1, ,0,1,0,0, ,-1,-1,-1,-1,-1,-1,-1,-1, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,1, ,239,-2, ,149,149,3, , ,American,0,1,1993, ,3
130,9,102,1,2,3,1,60,0,0,1,0,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,1,0,0,0,0,0,0,0, ,6, ,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,5,2,2,2,1,2,2,2, ,0,1,0,0, ,0,0,1,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,3,3,4,3,13,7, ,239,-2, ,239,239,6, , ,-1,0,1,1993, ,3
131,9,102,1,2,3,1,60,0,1,1,1,1,0,0, ,2,1,1,1,1,0,0,0,0, ,0,0,1,0,0,1,1,0,0, ,8,"due to the 21st century communications let world communties become closer, its important to expand knowledge of other cultures",1,0,0,0,0,0,0, ,3,60,-2,-2,-2,-2,-2,3,2,3,2,1,1,1,1,1,1,-1,N/A,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,3,2,6,1,1,2,-1, ,0,1,0,0, ,1,1,0,1,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,5, ,239,-2, ,239,239,1, , ,N/A,0,1,1994, ,3
132,9,102,1,2,3,1,60,0,0,0,0,1,0,0, ,2,0,0,1,0,0,0,0,0, ,0,0,0,0,0,0,1,0,0, ,7,Due it good to learn a new language,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,3,2,1,2,1,1,1,1,1,1,1, ,0,-2,-2,0,-2,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,3,2,1,1,2,1,1,1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,0,3,3,3,3,12,2, ,66,-1, ,66,66,3, , , ,0,1,1992, ,3
133,9,102,1,2,3,1,60,0,1,1,0,0,0,0, ,1,0,1,1,0,0,0,1,0, ,0,0,0,0,0,0,1,0,0, ,10,Because we live on an unversal world.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,4,4,4,5,2,2,4,2,-1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,4,5,2,2,3,2,-1, ,1,0,0,0, ,0,0,0,0,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,3,3,3,3,12,2, ,66,15, ,66,66,3, , ,NONE,0,2,1994, ,3
134,9,102,1,2,3,1,60,0,0,1,1,1,1,0, ,1,1,1,0,1,1,0,0,0, ,0,0,0,0,0,1,1,0,0, ,9,"Because it opens a lot of wide opportunities to all. Also the more things you know, the more smarter, brigh and intellectual you are.",1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,4,4,3,2,1,1,1,1,3,-1, ,0,-2,-2,0,-2,-2,-2,1,40,-2,-2,0,-2,-2,-2,0,1,8,2,4,5,1,1,4,-1, ,0,1,0,0, ,0,1,0,1,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,3,4,4,15,2, ,239,-2, ,-1,66,3, , ,no,0,2,1996, ,3
135,9,102,1,2,3,1,60,0,0,0,1,0,0,0, ,1,0,0,1,0,0,0,1,0, ,0,0,0,0,1,1,0,0,0, ,7, ,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,3,3,3,2,1,1,1,-1,2,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,4,2,2,1,1,1,1,-1, ,0,0,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,-1,-1,-1,-1,-1,-1,-1,-1, ,0,4,4,4,3,15,4, ,239,-2, ,66,66,3, , , ,0,1,1994, ,3
136,9,102,1,2,3,1,60,0,1,1,0,1,0,0, ,1,0,0,1,0,1,0,1,0, ,1,0,0,0,1,0,1,0,0, ,10,Languages open windows to new opportunities,1,0,0,0,0,0,0, ,4,40,100,10,-2,-2,40,4,4,3,4,5,2,4,2,5,2,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,1,2,2,5,2,7,5,-1, ,0,1,0,0, ,0,0,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,6, ,239,-2, ,66,81,6, , ,American,0,1,1995, ,3
137,9,102,1,2,3,1,60,0,0,1,0,0,0,0, ,1,0,1,0,0,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,more opportunities,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,-2,4,4,3,3,5,2,3,1,1,1,-1, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,1,2,5,5,4,1,1,2,-1, ,0,1,0,0, ,0,0,0,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,2, ,239,-2, ,66,66,3, , , ,0,2,1995, ,3
341,21,102,1,2,3,1,60,0,1,0,0,0,0,0, ,1,1,0,0,0,0,0,0,0, ,0,0,0,0,0,0,0,0,1,I was curious,10,you learn about a variety of people around ypu,1,0,0,0,0,0,0, ,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,1,1,1,1,1,1,-2, ,0,-2,-2,0,-2,-2,-2,0,-2,-2,-2,1,60,-2,-2,0,1,4,3,5,1,2,1,3,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,1,4,4,4,4,16,9, ,229,14, ,229,229,2, , , ,0,2,1992, ,1
343,21,102,1,2,3,1,60,0,1,1,1,1,0,0, ,1,1,0,1,0,1,1,0,0, ,0,0,1,0,1,0,1,0,0, ,10,It opens doors career wise and allows for much more communication to your heritage and to cultures.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,4,5,2,3,1,2,2,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,4,5,1,2,3,-1, ,0,1,0,0, ,0,0,0,0,1,1,1,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,4, ,239,-2, ,11,66,3, , , ,0,1,1996,Always allow people to learn lamguages. It connects us to the world and creates culture. It allows for a more fufilling life overall.,1
344,21,102,1,2,3,1,60,0,1,0,0,0,0,0, ,1,0,1,0,0,1,0,0,1,highly interested,0,0,0,0,1,1,1,0,0, ,9,Because it help will help you later on somehow.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,4,-1,-1,2,-1,-1,1,-1, ,1,100,-2,0,-2,-2,-2,0,-2,-2,-2,0,-2,-2,-2,0,1,3,5,5,1,1,-1,-1,-1, ,1,0,0,0, ,1,0,0,0,1,0,0,1,interested,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,5, ,103,11, ,103,103,3, , , ,0,2,1995,Italian is a super fun language to learn! I really like it.,1
345,21,102,1,2,3,1,60,0,1,1,0,1,0,0, ,1,1,1,0,0,1,1,0,0, ,0,0,1,0,0,1,1,1,0, ,10,Because dominating more than two languages is pretty useful.,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,3,3,5,2,1,1,4,2,-1, ,0,-2,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,2,3,4,5,2,4,-1,3, ,1,0,0,0, ,1,1,0,0,1,1,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,3, ,149,3, ,113,149,3, , ,Mexican- Italian,0,2,1996, ,1
346,21,102,1,2,3,1,60,0,1,0,0,1,0,0, ,1,1,0,1,0,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,I think this b/c it is useful to communicate w/others at a job,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,4,5,2,2,5,4,2,-1, ,1,100,-2,1,100,-2,-2,1,100,-2,-2,0,-2,-2,-2,0,1,3,2,2,2,1,1,1,-1, ,1,0,0,0, ,1,1,1,0,1,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,1, ,239,-2, ,149,149,3, , , ,0,2,1996, ,1
347,21,102,1,2,3,1,60,1,1,1,1,1,0,0, ,1,1,1,0,0,1,0,0,0, ,0,0,0,0,0,0,1,0,0, ,10,better job/pay,1,0,0,0,0,0,0, ,4,100,-2,-2,-2,-2,100,4,4,4,4,3,2,3,-1,3,2,-1, ,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,3,2,2,6,1,7,2,-1, ,1,0,0,0, ,1,0,0,0,0,0,0,0, ,-2,-2,-2,-2,-2,-2,-2,-2, ,0,4,4,4,4,16,2, ,239,-2, ,66,66,3, , , ,0,2,1990, ,1
